rule;n;passed;failed;pass_rate
rule_E1;560;560;0;1.0
rule_E2;560;560;0;1.0
rule_E3;560;560;0;1.0
rule_E4;560;560;0;1.0
rule_E4_1;560;560;0;1.0
rule_E4_2;560;560;0;1.0
rule_E5;560;560;0;1.0
rule_E6;560;560;0;1.0
rule_E7;560;560;0;1.0
rule_E8;560;560;0;1.0
rule_E9;560;560;0;1.0
rule_S2;560;560;0;1.0
rule_S3;560;543;17;0.9696428571428571
rule_S4;560;560;0;1.0
rule_S5;560;560;0;1.0
