rule;n;passed;failed;pass_rate
rule_E1;591;591;0;1.0
rule_E2;591;591;0;1.0
rule_E3;591;591;0;1.0
rule_E4_1;591;591;0;1.0
rule_E4_2;591;591;0;1.0
rule_E5;591;591;0;1.0
rule_E6;591;591;0;1.0
rule_E7;591;591;0;1.0
rule_E8;591;591;0;1.0
rule_E9;591;591;0;1.0
rule_S1;591;591;0;1.0
rule_S2;591;591;0;1.0
rule_S3;591;574;17;0.9712351945854484
rule_S4;591;591;0;1.0
rule_S5;591;591;0;1.0
