rule;n;passed;failed;pass_rate
rule_E1;529;529;0;1.0
rule_E2;529;529;0;1.0
rule_E3;529;529;0;1.0
rule_E4_1;529;529;0;1.0
rule_E4_2;529;529;0;1.0
rule_E5;529;529;0;1.0
rule_E6;529;529;0;1.0
rule_E7;529;529;0;1.0
rule_E8;529;529;0;1.0
rule_E9;529;529;0;1.0
rule_S1;529;529;0;1.0
rule_S2;529;529;0;1.0
rule_S3;529;512;17;0.9678638941398866
rule_S4;529;529;0;1.0
rule_S5;529;529;0;1.0
