rule;n;passed;failed;pass_rate
rule_S1;593;593;0;1.0
rule_S2;593;593;0;1.0
rule_S3;593;576;17;0.9713322091062394
rule_S4;593;593;0;1.0
rule_S5;593;593;0;1.0
